id,vehicle_id,route_id,stop_id,lat,lon,delay_seconds,delay_minutes,status,on_time,period,timestamp,date,hour,day_of_week,is_weekend
335,OC-1034,O2,AA170,45.39739367148461,-75.73738951487158,311,5.2,very_late,0,PM Peak,2026-05-12T17:11:06.021252,2026-05-12,17,Tuesday,0
336,OC-1035,38,AA500,45.42114514301564,-75.70743927081162,-18,-0.3,on_time,1,PM Peak,2026-05-12T16:42:06.021252,2026-05-12,16,Tuesday,0
337,OC-1036,7,AA550,45.4146930623971,-75.65422747701979,25,0.4,on_time,1,PM Peak,2026-05-12T16:56:42.021252,2026-05-12,16,Tuesday,0
338,OC-1037,96,AA500,45.42234411034032,-75.70412401497086,304,5.1,very_late,0,PM Peak,2026-05-12T16:28:35.021252,2026-05-12,16,Tuesday,0
339,OC-1038,12,AA520,45.424854989196795,-75.6933958388298,60,1.0,on_time,1,PM Peak,2026-05-12T16:52:52.021252,2026-05-12,16,Tuesday,0
340,OC-1039,1,AA520,45.425060812232694,-75.6918637175922,-126,-2.1,early,1,PM Peak,2026-05-12T16:51:00.021252,2026-05-12,16,Tuesday,0
341,OC-1040,95,AA560,45.41498169075797,-75.63977692670638,616,10.3,very_late,0,PM Peak,2026-05-12T16:54:00.021252,2026-05-12,16,Tuesday,0
342,OC-1041,O2,BUS03,45.35887080359365,-75.64176606683198,-12,-0.2,on_time,1,PM Peak,2026-05-12T16:35:42.021252,2026-05-12,16,Tuesday,0
343,OC-1042,O2,BUS05,45.33922866109163,-75.91166328962217,590,9.8,very_late,0,PM Peak,2026-05-12T16:29:17.021252,2026-05-12,16,Tuesday,0
344,OC-1043,96,BUS04,45.27832044586096,-75.74525670015608,-118,-2.0,early,1,PM Peak,2026-05-12T16:35:52.021252,2026-05-12,16,Tuesday,0
345,OC-1044,97,AA490,45.41147954645579,-75.71343885074349,-5,-0.1,on_time,1,PM Peak,2026-05-12T17:11:13.021252,2026-05-12,17,Tuesday,0
346,OC-1045,12,BUS06,45.475327933621976,-75.5043705073421,-111,-1.9,early,1,PM Peak,2026-05-12T17:05:43.021252,2026-05-12,17,Tuesday,0
347,OC-1046,97,BUS04,45.28067890389908,-75.74474326454882,-17,-0.3,on_time,1,PM Peak,2026-05-12T16:46:43.021252,2026-05-12,16,Tuesday,0
348,OC-1047,18,AA590,45.4321999883192,-75.5887352912149,311,5.2,very_late,0,PM Peak,2026-05-12T16:34:04.021252,2026-05-12,16,Tuesday,0
349,OC-1048,2,AA010,45.34998438579142,-75.8077069571156,186,3.1,late,0,PM Peak,2026-05-12T16:56:25.021252,2026-05-12,16,Tuesday,0
350,OC-1049,12,BUS04,45.27939603533986,-75.74572483474375,-1,0.0,on_time,1,PM Peak,2026-05-12T16:43:14.021252,2026-05-12,16,Tuesday,0
351,OC-1050,12,AA580,45.429334979818556,-75.60318584029964,-32,-0.5,on_time,1,PM Peak,2026-05-12T16:44:35.021252,2026-05-12,16,Tuesday,0
352,OC-1051,97,BUS04,45.28021840912996,-75.74227297584225,322,5.4,very_late,0,PM Peak,2026-05-12T16:25:40.021252,2026-05-12,16,Tuesday,0
353,OC-1052,2,AA510,45.42442814391084,-75.69878710543645,-34,-0.6,on_time,1,PM Peak,2026-05-12T16:43:11.021252,2026-05-12,16,Tuesday,0
354,OC-1053,18,AA560,45.41237152115117,-75.63925001148479,15,0.2,on_time,1,PM Peak,2026-05-12T17:06:25.021252,2026-05-12,17,Tuesday,0
355,OC-1054,18,BUS04,45.281632636184874,-75.74579680442535,27,0.5,on_time,1,PM Peak,2026-05-12T16:58:29.021252,2026-05-12,16,Tuesday,0
356,OC-1055,O1,BUS01,45.38201418275635,-75.69491552310792,-28,-0.5,on_time,1,PM Peak,2026-05-12T17:21:45.021252,2026-05-12,17,Tuesday,0
357,OC-1056,O1,AA550,45.4132067216845,-75.65428925232408,598,10.0,very_late,0,PM Peak,2026-05-12T16:36:09.021252,2026-05-12,16,Tuesday,0
358,OC-1057,1,AA500,45.419596217141915,-75.70785588744776,627,10.4,very_late,0,PM Peak,2026-05-12T16:30:16.021252,2026-05-12,16,Tuesday,0
359,OC-1058,38,BUS06,45.475509782077125,-75.50576696660028,-33,-0.6,on_time,1,PM Peak,2026-05-12T17:02:51.021252,2026-05-12,17,Tuesday,0
360,OC-1059,1,AA580,45.42866773364254,-75.60458528546154,285,4.8,late,0,PM Peak,2026-05-12T16:39:28.021252,2026-05-12,16,Tuesday,0
361,OC-1060,96,BUS01,45.38570305529028,-75.69705305067109,579,9.7,very_late,0,PM Peak,2026-05-12T17:07:30.021252,2026-05-12,17,Tuesday,0
362,OC-1061,7,AA520,45.426946257887025,-75.6936712581282,-139,-2.3,early,1,PM Peak,2026-05-12T16:53:16.021252,2026-05-12,16,Tuesday,0
363,OC-1062,40,AA540,45.416805112752556,-75.67046983310962,-10,-0.2,on_time,1,PM Peak,2026-05-12T16:43:20.021252,2026-05-12,16,Tuesday,0
364,OC-1063,1,BUS03,45.361673807604916,-75.64060136630222,22,0.4,on_time,1,PM Peak,2026-05-12T16:40:19.021252,2026-05-12,16,Tuesday,0
365,OC-1064,12,AA540,45.41559386391425,-75.6708855877559,282,4.7,late,0,PM Peak,2026-05-12T16:26:44.021252,2026-05-12,16,Tuesday,0
366,OC-1065,2,AA550,45.412598713537434,-75.65207540125121,302,5.0,very_late,0,PM Peak,2026-05-12T16:49:06.021252,2026-05-12,16,Tuesday,0
367,OC-1066,96,AA570,45.420881602444084,-75.6192857287353,-34,-0.6,on_time,1,PM Peak,2026-05-12T16:27:01.021252,2026-05-12,16,Tuesday,0
368,OC-1067,18,AA170,45.39838274844672,-75.73585428728718,177,3.0,on_time,1,PM Peak,2026-05-12T16:32:32.021252,2026-05-12,16,Tuesday,0
369,OC-1068,40,BUS04,45.28030635217399,-75.74498110997544,57,0.9,on_time,1,PM Peak,2026-05-12T16:33:01.021252,2026-05-12,16,Tuesday,0
370,OC-1069,O2,BUS01,45.3852260434788,-75.69525257141234,149,2.5,on_time,1,PM Peak,2026-05-12T16:25:14.021252,2026-05-12,16,Tuesday,0
371,OC-1070,O2,AA530,45.42479549794389,-75.68031691657514,4,0.1,on_time,1,PM Peak,2026-05-12T16:49:59.021252,2026-05-12,16,Tuesday,0
372,OC-1071,97,AA570,45.42060018734038,-75.61797150998386,-44,-0.7,on_time,1,PM Peak,2026-05-12T17:10:25.021252,2026-05-12,17,Tuesday,0
373,OC-1072,O1,BUS01,45.3831826208101,-75.69749084880377,44,0.7,on_time,1,PM Peak,2026-05-12T16:47:24.021252,2026-05-12,16,Tuesday,0
374,OC-1073,40,AA590,45.43169610937284,-75.58772357898053,627,10.4,very_late,0,PM Peak,2026-05-12T17:11:22.021252,2026-05-12,17,Tuesday,0
375,OC-1074,40,BUS05,45.34014765486748,-75.91228044740005,-131,-2.2,early,1,PM Peak,2026-05-12T17:22:02.021252,2026-05-12,17,Tuesday,0
376,OC-1075,97,AA570,45.41970250893276,-75.6179553040125,58,1.0,on_time,1,PM Peak,2026-05-12T16:56:52.021252,2026-05-12,16,Tuesday,0
377,OC-1076,O2,AA520,45.42606180803966,-75.69246823657693,-72,-1.2,early,1,PM Peak,2026-05-12T17:10:06.021252,2026-05-12,17,Tuesday,0
378,OC-1077,38,AA490,45.412241677857175,-75.7137737484217,13,0.2,on_time,1,PM Peak,2026-05-12T17:21:00.021252,2026-05-12,17,Tuesday,0
379,OC-1078,7,AA010,45.348445095892245,-75.804926042644,0,0.0,on_time,1,PM Peak,2026-05-12T16:28:17.021252,2026-05-12,16,Tuesday,0
380,OC-1079,95,BUS01,45.384873383662,-75.69646408613043,162,2.7,on_time,1,PM Peak,2026-05-12T17:08:07.021252,2026-05-12,17,Tuesday,0
381,OC-1080,40,AA540,45.41402217927255,-75.66899614209353,314,5.2,very_late,0,PM Peak,2026-05-12T16:35:12.021252,2026-05-12,16,Tuesday,0
382,OC-1081,2,BUS01,45.38583186416912,-75.69592816899822,-9,-0.1,on_time,1,PM Peak,2026-05-12T16:40:04.021252,2026-05-12,16,Tuesday,0
383,OC-1082,1,BUS05,45.33953335642223,-75.91214142705002,-61,-1.0,early,1,PM Peak,2026-05-12T16:42:08.021252,2026-05-12,16,Tuesday,0
384,OC-1083,96,BUS05,45.342021000054224,-75.91222970629893,30,0.5,on_time,1,PM Peak,2026-05-12T17:05:46.021252,2026-05-12,17,Tuesday,0
385,OC-1084,O2,BUS04,45.281588832412936,-75.74302537823137,118,2.0,on_time,1,PM Peak,2026-05-12T16:54:15.021252,2026-05-12,16,Tuesday,0
386,OC-1085,95,BUS02,45.38055064574711,-75.66393674526282,23,0.4,on_time,1,PM Peak,2026-05-12T16:42:49.021252,2026-05-12,16,Tuesday,0
387,OC-1086,96,BUS03,45.35975949037306,-75.63914582054956,-13,-0.2,on_time,1,PM Peak,2026-05-12T17:07:55.021252,2026-05-12,17,Tuesday,0
388,OC-1087,12,AA550,45.413160608890074,-75.65544650375394,27,0.5,on_time,1,PM Peak,2026-05-12T16:48:03.021252,2026-05-12,16,Tuesday,0
389,OC-1088,12,AA590,45.43185581150843,-75.5883405284164,-15,-0.2,on_time,1,PM Peak,2026-05-12T17:12:30.021252,2026-05-12,17,Tuesday,0
390,OC-1089,38,BUS05,45.339827337558056,-75.91231942592891,3,0.1,on_time,1,PM Peak,2026-05-12T16:56:56.021252,2026-05-12,16,Tuesday,0
391,OC-1090,97,AA010,45.347907918930225,-75.80422903337026,174,2.9,on_time,1,PM Peak,2026-05-12T17:23:37.021252,2026-05-12,17,Tuesday,0
392,OC-1091,18,AA590,45.43399006267591,-75.58781547076106,34,0.6,on_time,1,PM Peak,2026-05-12T17:23:23.021252,2026-05-12,17,Tuesday,0
393,OC-1092,97,AA540,45.41574334390418,-75.67188390072022,-13,-0.2,on_time,1,PM Peak,2026-05-12T16:58:27.021252,2026-05-12,16,Tuesday,0
394,OC-1093,38,AA590,45.43286956059693,-75.58948948881087,-7,-0.1,on_time,1,PM Peak,2026-05-12T17:14:34.021252,2026-05-12,17,Tuesday,0
395,OC-1094,97,BUS05,45.341257567932104,-75.91389159181465,37,0.6,on_time,1,PM Peak,2026-05-12T16:26:58.021252,2026-05-12,16,Tuesday,0
396,OC-1095,O1,BUS01,45.38220113853396,-75.69648358454324,41,0.7,on_time,1,PM Peak,2026-05-12T16:34:23.021252,2026-05-12,16,Tuesday,0
397,OC-1096,12,BUS02,45.38151855994401,-75.66588697353745,18,0.3,on_time,1,PM Peak,2026-05-12T16:47:26.021252,2026-05-12,16,Tuesday,0
398,OC-1097,40,AA550,45.411077533148195,-75.6538423238083,-60,-1.0,on_time,1,PM Peak,2026-05-12T17:22:07.021252,2026-05-12,17,Tuesday,0
399,OC-1098,38,AA540,45.4178291424111,-75.67183896744984,-41,-0.7,on_time,1,PM Peak,2026-05-12T17:09:30.021252,2026-05-12,17,Tuesday,0
400,OC-1099,1,AA540,45.414609529383135,-75.6714951161005,-111,-1.9,early,1,PM Peak,2026-05-12T16:38:44.021252,2026-05-12,16,Tuesday,0
401,OC-1100,O1,AA500,45.42179785988498,-75.70493240760658,-1,0.0,on_time,1,PM Peak,2026-05-12T17:03:38.021252,2026-05-12,17,Tuesday,0
402,OC-1101,7,AA500,45.41943239499863,-75.707897286298,-41,-0.7,on_time,1,PM Peak,2026-05-12T17:18:13.021252,2026-05-12,17,Tuesday,0
403,OC-1102,18,BUS06,45.478765882394164,-75.50620668089162,25,0.4,on_time,1,PM Peak,2026-05-12T17:11:22.021252,2026-05-12,17,Tuesday,0
404,OC-1103,97,AA540,45.415206330741945,-75.66926296384334,619,10.3,very_late,0,PM Peak,2026-05-12T16:32:05.021252,2026-05-12,16,Tuesday,0
405,OC-1104,2,BUS06,45.47713098098124,-75.50435391463725,-128,-2.1,early,1,PM Peak,2026-05-12T17:18:33.021252,2026-05-12,17,Tuesday,0
406,OC-1105,2,BUS04,45.281398302508,-75.74271067632763,-30,-0.5,on_time,1,PM Peak,2026-05-12T17:09:20.021252,2026-05-12,17,Tuesday,0
407,OC-1106,2,BUS01,45.38531482924401,-75.69517076542517,327,5.5,very_late,0,PM Peak,2026-05-12T16:49:51.021252,2026-05-12,16,Tuesday,0
408,OC-1107,40,AA520,45.425080329585555,-75.69176720312477,131,2.2,on_time,1,PM Peak,2026-05-12T17:15:13.021252,2026-05-12,17,Tuesday,0
409,OC-1108,96,BUS03,45.36092410485722,-75.64092641784781,52,0.9,on_time,1,PM Peak,2026-05-12T16:56:52.021252,2026-05-12,16,Tuesday,0
410,OC-1109,12,AA490,45.41400190512731,-75.71472060142129,45,0.8,on_time,1,PM Peak,2026-05-12T16:44:10.021252,2026-05-12,16,Tuesday,0
411,OC-1110,O1,AA590,45.43440381134525,-75.58927264057137,-119,-2.0,early,1,PM Peak,2026-05-12T16:48:05.021252,2026-05-12,16,Tuesday,0
412,OC-1111,12,AA580,45.42711863395215,-75.60361537996825,-9,-0.1,on_time,1,PM Peak,2026-05-12T17:19:35.021252,2026-05-12,17,Tuesday,0
413,OC-1112,18,BUS05,45.33976422569411,-75.91303457579852,150,2.5,on_time,1,PM Peak,2026-05-12T16:25:49.021252,2026-05-12,16,Tuesday,0
414,OC-1113,40,BUS03,45.35990437244313,-75.63915263037411,14,0.2,on_time,1,PM Peak,2026-05-12T17:03:02.021252,2026-05-12,17,Tuesday,0
415,OC-1114,95,AA010,45.34761760451471,-75.8070267793445,-16,-0.3,on_time,1,PM Peak,2026-05-12T16:31:29.021252,2026-05-12,16,Tuesday,0
416,OC-1115,O1,BUS06,45.47712368772458,-75.50529798474918,65,1.1,on_time,1,PM Peak,2026-05-12T16:50:19.021252,2026-05-12,16,Tuesday,0
417,OC-1116,O2,BUS05,45.340814981051416,-75.9127735080346,14,0.2,on_time,1,PM Peak,2026-05-12T16:47:42.021252,2026-05-12,16,Tuesday,0
418,OC-1117,12,AA500,45.41947821896502,-75.70585654413847,-10,-0.2,on_time,1,PM Peak,2026-05-12T17:14:22.021252,2026-05-12,17,Tuesday,0
419,OC-1118,O2,AA520,45.42593679434885,-75.69210165999563,17,0.3,on_time,1,PM Peak,2026-05-12T16:38:12.021252,2026-05-12,16,Tuesday,0
420,OC-1119,96,AA560,45.41190993265393,-75.64128223382527,-12,-0.2,on_time,1,PM Peak,2026-05-12T16:31:59.021252,2026-05-12,16,Tuesday,0
421,OC-1120,1,BUS05,45.34289717972441,-75.91178656413281,-28,-0.5,on_time,1,PM Peak,2026-05-12T16:33:46.021252,2026-05-12,16,Tuesday,0
422,OC-1121,O2,AA510,45.42749087894,-75.6987037431215,36,0.6,on_time,1,PM Peak,2026-05-12T17:08:40.021252,2026-05-12,17,Tuesday,0
423,OC-1122,95,BUS03,45.36186199057255,-75.64099008643802,-19,-0.3,on_time,1,PM Peak,2026-05-12T16:55:12.021252,2026-05-12,16,Tuesday,0
424,OC-1123,95,AA500,45.42096698624116,-75.70569191537412,-65,-1.1,early,1,PM Peak,2026-05-12T17:21:15.021252,2026-05-12,17,Tuesday,0
425,OC-1124,O1,AA170,45.39925135838834,-75.73778465795263,-9,-0.1,on_time,1,PM Peak,2026-05-12T16:35:29.021252,2026-05-12,16,Tuesday,0
426,OC-1125,12,AA500,45.42138450738164,-75.70552632659002,38,0.6,on_time,1,PM Peak,2026-05-12T17:03:13.021252,2026-05-12,17,Tuesday,0
427,OC-1126,96,AA590,45.434440666663306,-75.58603987495813,49,0.8,on_time,1,PM Peak,2026-05-12T16:55:53.021252,2026-05-12,16,Tuesday,0
428,OC-1127,18,BUS06,45.47884043510973,-75.5066030657009,-111,-1.9,early,1,PM Peak,2026-05-12T17:07:31.021252,2026-05-12,17,Tuesday,0
429,OC-1128,12,AA530,45.42162822837353,-75.6833047458067,275,4.6,late,0,PM Peak,2026-05-12T16:43:11.021252,2026-05-12,16,Tuesday,0
430,OC-1129,2,AA520,45.42675748454314,-75.69312035008397,28,0.5,on_time,1,PM Peak,2026-05-12T16:25:18.021252,2026-05-12,16,Tuesday,0
431,OC-1130,1,AA540,45.41681195023237,-75.67018387469437,588,9.8,very_late,0,PM Peak,2026-05-12T16:44:48.021252,2026-05-12,16,Tuesday,0
432,OC-1131,O1,AA540,45.41664473217141,-75.66826532616622,307,5.1,very_late,0,PM Peak,2026-05-12T16:43:11.021252,2026-05-12,16,Tuesday,0
433,OC-1132,40,AA500,45.4195959576043,-75.70693747011344,11,0.2,on_time,1,PM Peak,2026-05-12T17:02:18.021252,2026-05-12,17,Tuesday,0
434,OC-1133,7,AA490,45.41223044725045,-75.71400416911173,-10,-0.2,on_time,1,PM Peak,2026-05-12T16:29:12.021252,2026-05-12,16,Tuesday,0
435,OC-1134,97,AA560,45.41375471196484,-75.6392010652601,-61,-1.0,early,1,PM Peak,2026-05-12T16:55:06.021252,2026-05-12,16,Tuesday,0
436,OC-1135,18,BUS04,45.2783217674076,-75.74584055686327,58,1.0,on_time,1,PM Peak,2026-05-12T17:01:59.021252,2026-05-12,17,Tuesday,0
437,OC-1136,40,AA570,45.41736530754652,-75.61615235559123,-29,-0.5,on_time,1,PM Peak,2026-05-12T17:06:20.021252,2026-05-12,17,Tuesday,0
438,OC-1137,97,BUS06,45.476078044103865,-75.50683907330742,322,5.4,very_late,0,PM Peak,2026-05-12T16:26:32.021252,2026-05-12,16,Tuesday,0
439,OC-1138,7,BUS03,45.361664291151705,-75.6412740434111,298,5.0,late,0,PM Peak,2026-05-12T17:00:33.021252,2026-05-12,17,Tuesday,0
440,OC-1139,97,BUS01,45.38388004157984,-75.69636660762627,35,0.6,on_time,1,PM Peak,2026-05-12T17:08:28.021252,2026-05-12,17,Tuesday,0
441,OC-1140,38,AA500,45.42064658035915,-75.70601812391615,-39,-0.7,on_time,1,PM Peak,2026-05-12T17:23:41.021252,2026-05-12,17,Tuesday,0
442,OC-1141,O1,AA590,45.4328193036344,-75.58874193137132,92,1.5,on_time,1,PM Peak,2026-05-12T17:20:40.021252,2026-05-12,17,Tuesday,0
443,OC-1142,38,AA500,45.42105838500932,-75.70404752314087,55,0.9,on_time,1,PM Peak,2026-05-12T17:17:52.021252,2026-05-12,17,Tuesday,0
444,OC-1143,O1,BUS05,45.33975033016558,-75.9125528825634,3,0.1,on_time,1,PM Peak,2026-05-12T16:56:40.021252,2026-05-12,16,Tuesday,0
445,OC-1144,95,BUS02,45.379068224953095,-75.66647594708421,-137,-2.3,early,1,PM Peak,2026-05-12T17:17:00.021252,2026-05-12,17,Tuesday,0
446,OC-1145,18,BUS02,45.37811547776977,-75.66447991089198,37,0.6,on_time,1,PM Peak,2026-05-12T17:12:48.021252,2026-05-12,17,Tuesday,0
447,OC-1146,12,AA520,45.42620900563622,-75.69462716319487,90,1.5,on_time,1,PM Peak,2026-05-12T16:46:20.021252,2026-05-12,16,Tuesday,0
448,OC-1147,2,BUS02,45.37861588449771,-75.66326938776027,323,5.4,very_late,0,PM Peak,2026-05-12T16:33:09.021252,2026-05-12,16,Tuesday,0
449,OC-1148,18,BUS04,45.281338895782305,-75.74207902146959,-4,-0.1,on_time,1,PM Peak,2026-05-12T17:13:17.021252,2026-05-12,17,Tuesday,0
450,OC-1149,12,BUS02,45.378762441483794,-75.6646024896053,-36,-0.6,on_time,1,PM Peak,2026-05-12T17:02:45.021252,2026-05-12,17,Tuesday,0
451,OC-1150,O2,AA510,45.42709070053071,-75.6975823504801,-73,-1.2,early,1,PM Peak,2026-05-12T17:24:07.021252,2026-05-12,17,Tuesday,0
452,OC-1151,38,BUS04,45.280904203930454,-75.74265009630957,-132,-2.2,early,1,PM Peak,2026-05-12T16:43:22.021252,2026-05-12,16,Tuesday,0
453,OC-1152,97,BUS03,45.36015432231081,-75.64061950423323,-32,-0.5,on_time,1,PM Peak,2026-05-12T17:24:12.021252,2026-05-12,17,Tuesday,0
454,OC-1153,96,BUS05,45.34028710940092,-75.91324539050518,89,1.5,on_time,1,PM Peak,2026-05-12T16:50:53.021252,2026-05-12,16,Tuesday,0
455,OC-1154,O2,AA540,45.41742405190394,-75.6703568996178,14,0.2,on_time,1,PM Peak,2026-05-12T17:04:10.021252,2026-05-12,17,Tuesday,0
456,OC-1155,38,BUS03,45.361953656007756,-75.6388304253572,24,0.4,on_time,1,PM Peak,2026-05-12T17:13:16.021252,2026-05-12,17,Tuesday,0
457,OC-1156,O1,AA510,45.426009164600536,-75.69863927828276,-142,-2.4,early,1,PM Peak,2026-05-12T16:58:56.021252,2026-05-12,16,Tuesday,0
458,OC-1157,2,BUS02,45.3798277122979,-75.66411022468972,148,2.5,on_time,1,PM Peak,2026-05-12T16:31:56.021252,2026-05-12,16,Tuesday,0
459,OC-1158,40,AA510,45.4278768145223,-75.6996457550638,80,1.3,on_time,1,PM Peak,2026-05-12T16:30:14.021252,2026-05-12,16,Tuesday,0
460,OC-1159,O2,AA590,45.43231426235593,-75.58730257001938,-36,-0.6,on_time,1,PM Peak,2026-05-12T17:09:29.021252,2026-05-12,17,Tuesday,0
461,OC-1160,96,AA590,45.434549754731634,-75.58804821005843,315,5.2,very_late,0,PM Peak,2026-05-12T16:46:45.021252,2026-05-12,16,Tuesday,0
462,OC-1161,96,AA170,45.39952464406742,-75.73531628360487,-75,-1.2,early,1,PM Peak,2026-05-12T17:07:17.021252,2026-05-12,17,Tuesday,0
463,OC-1162,12,AA490,45.41353499131512,-75.71350968306957,-42,-0.7,on_time,1,PM Peak,2026-05-12T16:54:45.021252,2026-05-12,16,Tuesday,0
464,OC-1163,95,AA520,45.42411578899759,-75.69370250133288,27,0.5,on_time,1,PM Peak,2026-05-12T17:12:30.021252,2026-05-12,17,Tuesday,0
465,OC-1164,1,AA560,45.411582279182795,-75.6398753347274,-3,-0.1,on_time,1,PM Peak,2026-05-12T16:49:36.021252,2026-05-12,16,Tuesday,0
466,OC-1165,97,AA520,45.42643796714756,-75.69346982280553,-55,-0.9,on_time,1,PM Peak,2026-05-12T16:36:44.021252,2026-05-12,16,Tuesday,0
467,OC-1166,O1,AA540,45.414928753777176,-75.66944838147599,159,2.6,on_time,1,PM Peak,2026-05-12T16:59:06.021252,2026-05-12,16,Tuesday,0
468,OC-1167,95,AA550,45.4142185323079,-75.6523951623056,-93,-1.6,early,1,PM Peak,2026-05-12T17:10:39.021252,2026-05-12,17,Tuesday,0
469,OC-1168,O1,BUS05,45.34278094253974,-75.91004939321913,-62,-1.0,early,1,PM Peak,2026-05-12T16:35:55.021252,2026-05-12,16,Tuesday,0
470,OC-1169,18,BUS01,45.38538121570057,-75.69720313200357,-1,0.0,on_time,1,PM Peak,2026-05-12T17:12:15.021252,2026-05-12,17,Tuesday,0
471,OC-1170,40,BUS03,45.360287690769404,-75.63970075227928,-6,-0.1,on_time,1,PM Peak,2026-05-12T16:32:24.021252,2026-05-12,16,Tuesday,0
472,OC-1171,O2,AA560,45.41209792152071,-75.63973628393218,295,4.9,late,0,PM Peak,2026-05-12T16:26:37.021252,2026-05-12,16,Tuesday,0
473,OC-1172,O1,AA170,45.400331355598695,-75.73538826032619,601,10.0,very_late,0,PM Peak,2026-05-12T17:06:31.021252,2026-05-12,17,Tuesday,0
474,OC-1173,12,AA580,45.42848356465252,-75.6032889421655,282,4.7,late,0,PM Peak,2026-05-12T16:40:05.021252,2026-05-12,16,Tuesday,0
475,OC-1174,O2,AA510,45.42650983243127,-75.70084230970416,-33,-0.6,on_time,1,PM Peak,2026-05-12T17:08:01.021252,2026-05-12,17,Tuesday,0
476,OC-1175,95,AA170,45.397525647225685,-75.73536148875071,16,0.3,on_time,1,PM Peak,2026-05-12T17:04:41.021252,2026-05-12,17,Tuesday,0
477,OC-1176,38,BUS01,45.38514605124412,-75.69449415761318,-22,-0.4,on_time,1,PM Peak,2026-05-12T16:37:07.021252,2026-05-12,16,Tuesday,0
478,OC-1177,38,BUS04,45.27865817768148,-75.74234380418585,23,0.4,on_time,1,PM Peak,2026-05-12T16:59:23.021252,2026-05-12,16,Tuesday,0
479,OC-1178,95,AA560,45.4114606788298,-75.63814842682852,21,0.3,on_time,1,PM Peak,2026-05-12T17:16:05.021252,2026-05-12,17,Tuesday,0
480,OC-1179,7,AA540,45.4166976249212,-75.67041035401918,316,5.3,very_late,0,PM Peak,2026-05-12T17:23:51.021252,2026-05-12,17,Tuesday,0
481,OC-1180,96,AA580,45.42705783431341,-75.60550564505294,0,0.0,on_time,1,PM Peak,2026-05-12T16:31:17.021252,2026-05-12,16,Tuesday,0
482,OC-1181,38,AA550,45.4135541970712,-75.65451410543595,52,0.9,on_time,1,PM Peak,2026-05-12T17:05:02.021252,2026-05-12,17,Tuesday,0
483,OC-1182,O1,AA540,45.41753693938086,-75.669754370471,-111,-1.9,early,1,PM Peak,2026-05-12T16:57:19.021252,2026-05-12,16,Tuesday,0
484,OC-1183,97,AA540,45.417295421405555,-75.66836244944629,-50,-0.8,on_time,1,PM Peak,2026-05-12T17:09:20.021252,2026-05-12,17,Tuesday,0
485,OC-1184,18,BUS01,45.38578504613153,-75.69678254166257,-58,-1.0,on_time,1,PM Peak,2026-05-12T16:33:05.021252,2026-05-12,16,Tuesday,0
486,OC-1185,95,AA500,45.42115018642353,-75.70644541667541,26,0.4,on_time,1,PM Peak,2026-05-12T16:31:46.021252,2026-05-12,16,Tuesday,0
487,OC-1186,38,BUS05,45.34190639660223,-75.91045834486441,197,3.3,late,0,PM Peak,2026-05-12T16:53:44.021252,2026-05-12,16,Tuesday,0
488,OC-1187,O1,AA500,45.42063246354279,-75.70419391389848,69,1.1,on_time,1,PM Peak,2026-05-12T17:22:02.021252,2026-05-12,17,Tuesday,0
489,OC-1188,1,AA580,45.429802220679406,-75.60257819922677,58,1.0,on_time,1,PM Peak,2026-05-12T16:39:57.021252,2026-05-12,16,Tuesday,0
490,OC-1189,2,AA580,45.42624220035666,-75.60489647423655,292,4.9,late,0,PM Peak,2026-05-12T17:02:18.021252,2026-05-12,17,Tuesday,0
491,OC-1190,2,BUS02,45.38056681786894,-75.66461141616193,283,4.7,late,0,PM Peak,2026-05-12T16:31:23.021252,2026-05-12,16,Tuesday,0
492,OC-1191,1,AA170,45.400955283615765,-75.7358520876001,-15,-0.2,on_time,1,PM Peak,2026-05-12T17:18:50.021252,2026-05-12,17,Tuesday,0
493,OC-1192,12,AA490,45.413345532334326,-75.71374778807552,103,1.7,on_time,1,PM Peak,2026-05-12T17:21:46.021252,2026-05-12,17,Tuesday,0
494,OC-1193,12,AA570,45.420602124142526,-75.61998865779408,-10,-0.2,on_time,1,PM Peak,2026-05-12T17:17:59.021252,2026-05-12,17,Tuesday,0
495,OC-1194,7,AA510,45.42469798848361,-75.69835576942961,21,0.3,on_time,1,PM Peak,2026-05-12T17:02:00.021252,2026-05-12,17,Tuesday,0
496,OC-1195,1,AA510,45.42715372613782,-75.6986445883118,20,0.3,on_time,1,PM Peak,2026-05-12T16:26:08.021252,2026-05-12,16,Tuesday,0
497,OC-1196,1,AA520,45.426966872227815,-75.6928956578936,-142,-2.4,early,1,PM Peak,2026-05-12T16:43:14.021252,2026-05-12,16,Tuesday,0
498,OC-1197,O2,AA490,45.41244815589527,-75.71462533592853,79,1.3,on_time,1,PM Peak,2026-05-12T16:57:38.021252,2026-05-12,16,Tuesday,0
499,OC-1198,95,BUS04,45.28090897198866,-75.74236499324837,152,2.5,on_time,1,PM Peak,2026-05-12T16:40:15.021252,2026-05-12,16,Tuesday,0
500,OC-1199,O1,BUS04,45.28185610473249,-75.74575669837002,71,1.2,on_time,1,PM Peak,2026-05-12T16:45:43.021252,2026-05-12,16,Tuesday,0
501,OC-1200,95,AA590,45.43296107541658,-75.58636119668353,276,4.6,late,0,PM Peak,2026-05-12T16:54:14.021252,2026-05-12,16,Tuesday,0
